"","Region","Year","Month","referenceSex_male","referenceSex_female","referenceSex_unknown","reference_age_10s","reference_age_20s","reference_age_30s","reference_age_40s","reference_age_50s","reference_age_60s","reference_age_70sOlder","reference_age_Unknown","reference_raceAAPI","reference_raceAmericanIndian","reference_raceAsian","reference_raceBlack","reference_raceWhite","reference_raceUnknown","reference_hispanic_yes","reference_hispanic_unknown","offernderRelation_boyfriend_girlfriend_yes","offernderRelation_child_yes","offernderRelation_employee_yes","offernderRelation_exspouse_yes","offernderRelation_friend_yes","offernderRelation_otherRelative_yes","offernderRelation_parent_yes","offernderRelation_sibling_yes","offernderRelation_spouse_yes","offernderRelation_suporvisor_yes","Total"
"42","Midwest",1979,"July",5.34163398294947e-06,1.59909087259236e-06,0,7.48510939538182e-07,2.3986353499802e-06,1.54805609700253e-06,7.48510939538182e-07,5.27360038472529e-07,3.06209088499145e-07,4.08278763829084e-07,6.80464721399689e-08,0,1.70116184135738e-08,1.70116184135738e-08,3.28323700568463e-06,3.48737573819874e-06,1.3609293987166e-07,0,6.94071631403536e-06,2.38162632343256e-07,2.38162632343256e-07,0,3.4023236759797e-08,3.23220701703607e-07,3.4023236759797e-08,1.53104555970073e-07,3.4023236759797e-08,6.29429691229667e-07,0,6.94071631403536e-06
"43","Midwest",1979,"June",4.6441611015931e-06,1.51403291175499e-06,0,7.31499333568591e-07,2.07541531909298e-06,1.37794015963316e-06,6.29429691229667e-07,4.93336818497643e-07,3.40232314618675e-07,2.89197474783243e-07,3.4023236759797e-08,0,1.70116184135738e-08,1.70116184135738e-08,3.16415605921409e-06,2.90898255458301e-06,5.10348545945805e-08,0,6.15818698217904e-06,2.38162632343256e-07,2.04139402750986e-07,0,1.70116184135738e-08,2.38162632343256e-07,1.87127787520758e-07,1.02069706584605e-07,3.4023236759797e-08,6.80464513701405e-07,0,6.15818698217904e-06
"44","Midwest",1979,"March",4.62714956189465e-06,1.78621836087905e-06,0,7.14487727087561e-07,2.34760061519493e-06,1.39495175460576e-06,7.82534150831224e-07,4.7632520818713e-07,2.55174246927343e-07,1.87127787520758e-07,0,0,3.4023236759797e-08,5.10348545945805e-08,3.36829481581519e-06,2.9430056921479e-06,1.70116184135738e-08,0,6.41335965770069e-06,2.38162632343256e-07,2.04139402750986e-07,1.70116184135738e-08,6.80464721399689e-08,4.93336818497643e-07,2.55174246927343e-07,1.19081323261808e-07,3.4023236759797e-08,6.29429691229667e-07,0,6.41335965770069e-06
"45","Midwest",1979,"May",4.6101380219068e-06,1.36092856437117e-06,0,7.31499333568591e-07,2.00736898354725e-06,1.15678939776632e-06,6.80464513701405e-07,5.61383257289836e-07,2.89197474783243e-07,2.89197474783243e-07,8.50580896180067e-08,0,8.50580896180067e-08,0,3.14714449411641e-06,2.73886684872878e-06,0,0,5.97106031200614e-06,2.04139402750986e-07,2.7218586099999e-07,0,1.70116184135738e-08,3.06209088499145e-07,1.19081323261808e-07,3.4023236759797e-08,6.80464721399689e-08,6.9747612053918e-07,0,5.97106031200614e-06
"46","Midwest",1979,"November",5.46071467034621e-06,1.58207928109249e-06,0,4.59313597587222e-07,2.68783213130713e-06,1.41196334951101e-06,9.35638586991809e-07,6.80464513701405e-07,3.57243927466392e-07,3.40232314618675e-07,1.3609293987166e-07,0,3.4023236759797e-08,1.70116184135738e-08,3.86162997283424e-06,3.04507509834124e-06,8.50580896180067e-08,0,7.04278531196354e-06,1.70116171779091e-07,1.19081323261808e-07,1.70116184135738e-08,1.02069706584605e-07,1.87127787520758e-07,8.50580896180067e-08,1.3609293987166e-07,1.02069706584605e-07,5.95406474727519e-07,0,7.04278531196354e-06
"47","Midwest",1979,"October",6.12416395378248e-06,1.82024153664392e-06,1.70116184135738e-08,1.07173139930769e-06,3.16415605921409e-06,1.44598653800923e-06,8.67592173666355e-07,3.74255539802669e-07,3.06209088499145e-07,4.42301986475875e-07,1.70116171779091e-07,0,3.4023236759797e-08,0,4.28691870582087e-06,3.58944508882856e-06,5.10348545945805e-08,0,7.96140582650223e-06,1.70116171779091e-07,2.04139402750986e-07,0,5.10348545945805e-08,4.08278763829084e-07,8.50580896180067e-08,1.19081323261808e-07,1.02069706584605e-07,3.23220701703607e-07,0,7.96140582650223e-06
"48","Midwest",1979,"September",4.98439183634408e-06,1.4629981320463e-06,0,6.46441298935626e-07,2.38162377208185e-06,1.17380099650105e-06,7.65522545218378e-07,5.95406474727519e-07,3.06209088499145e-07,3.06209088499145e-07,6.80464721399689e-08,0,5.10348545945805e-08,0,3.13013292895138e-06,3.23220231604475e-06,3.4023236759797e-08,0,6.4473826760359e-06,2.7218586099999e-07,2.21151017691818e-07,0,3.4023236759797e-08,2.7218586099999e-07,1.02069706584605e-07,1.19081323261808e-07,3.4023236759797e-08,4.25290375297177e-07,5.10348545945805e-08,6.4473826760359e-06
"49","Midwest",1980,"April",4.51875259391807e-06,1.40998890324821e-06,0,5.77586056268833e-07,2.25937884934966e-06,1.29107425318124e-06,5.77586056268833e-07,4.07707838977032e-07,3.56744368139858e-07,2.71805244454207e-07,1.69878298872742e-08,0,1.69878298872742e-08,0,3.10876807398844e-06,2.78600025360061e-06,1.69878298872742e-08,6.79513180396231e-08,3.19370695670531e-06,8.49391467725519e-08,1.52890459040448e-07,0,6.79513180396231e-08,2.03853940266726e-07,3.39756597080066e-08,6.79513180396231e-08,5.0963489018108e-08,6.11561696130934e-07,1.69878298872742e-08,5.92873512579414e-06
"50","Midwest",1980,"August",6.65920722200923e-06,1.37601329051317e-06,0,9.34330218358214e-07,3.00684140502728e-06,1.73275716776846e-06,1.0022814729089e-06,6.11561696130934e-07,2.37829593048661e-07,3.22768719620174e-07,0,0,1.69878298872742e-08,3.39756597080066e-08,4.80754435866087e-06,3.15973140457313e-06,1.69878298872742e-08,1.6987828655249e-07,4.51875259391807e-06,2.03853940266726e-07,1.35902631461865e-07,0,3.39756597080066e-08,3.22768719620174e-07,1.52890459040448e-07,1.35902631461865e-07,6.79513180396231e-08,4.07707838977032e-07,0,8.03521134940157e-06
"51","Midwest",1980,"December",4.80754435866087e-06,1.52890353917447e-06,0,7.98427695404723e-07,1.95359855179464e-06,1.71576936702836e-06,8.15415511728449e-07,4.75659129312376e-07,2.54817418895727e-07,1.6987828655249e-07,0,0,1.69878298872742e-08,0,3.51647464549859e-06,2.78600025360061e-06,1.69878298872742e-08,8.49391467725519e-08,3.32960915413472e-06,1.35902631461865e-07,1.01926975438939e-07,1.69878298872742e-08,5.0963489018108e-08,2.88793069724101e-07,1.18914803594695e-07,1.01926975438939e-07,5.0963489018108e-08,4.92646951119236e-07,0,6.33644054758705e-06
"52","Midwest",1980,"February",4.75658111227619e-06,1.47794012547729e-06,0,4.92646951119236e-07,2.15745209403508e-06,1.35902548349073e-06,8.32403327985633e-07,5.43610415030343e-07,2.37829593048661e-07,3.22768719620174e-07,3.39756597080066e-08,0,1.69878298872742e-08,6.79513180396231e-08,3.27864583220756e-06,2.87093916373301e-06,0,6.79513180396231e-08,1.9705863487166e-06,2.37829593048661e-07,2.54817418895727e-07,0,1.69878298872742e-08,3.39756544024309e-07,1.18914803594695e-07,1.52890459040448e-07,1.69878298872742e-08,5.94573876344176e-07,0,6.23451420783331e-06
"53","Midwest",1980,"January",4.3998383135281e-06,1.61384255608337e-06,0,5.60598235682859e-07,2.2423910575557e-06,1.05324491084727e-06,8.83366774359538e-07,3.73732192188865e-07,2.20841766690964e-07,1.52890459040448e-07,3.39756597080066e-08,0,1.69878298872742e-08,1.69878298872742e-08,3.07479251874838e-06,2.88792694507138e-06,1.69878298872742e-08,8.49391467725519e-08,3.5334624156487e-06,2.37829593048661e-07,2.54817418895727e-07,0,5.0963489018108e-08,2.20841766690964e-07,1.35902631461865e-07,1.18914803594695e-07,1.01926975438939e-07,3.73732192188865e-07,0,6.01367376920855e-06
"54","Midwest",1980,"July",5.79283328159123e-06,1.59685475332317e-06,0,1.0022814729089e-06,2.78600025360061e-06,1.34203767640175e-06,7.47464244479986e-07,5.77586056268833e-07,3.73732192188865e-07,3.22768719620174e-07,3.39756597080066e-08,0,3.39756597080066e-08,1.69878298872742e-08,4.14502195085384e-06,3.19370695670531e-06,0,1.01926975438939e-07,3.92418105078416e-06,3.56744368139858e-07,3.22768719620174e-07,0,3.39756597080066e-08,3.56744368139858e-07,1.6987828655249e-07,1.18914803594695e-07,5.0963489018108e-08,5.09634772859554e-07,0,7.38967878463522e-06
"55","Midwest",1980,"June",4.80754435866087e-06,1.46095232040841e-06,1.69878298872742e-08,6.11561696130934e-07,2.41226896295305e-06,1.18914739917047e-06,6.79512972614147e-07,5.43610415030343e-07,3.05780894927453e-07,2.71805244454207e-07,5.0963489018108e-08,0,3.39756597080066e-08,0,3.43153579019725e-06,2.81997581843051e-06,0,2.03853940266726e-07,3.48249910411058e-06,2.71805244454207e-07,2.20841766690964e-07,0,1.69878298872742e-08,1.6987828655249e-07,1.69878298872742e-08,1.52890459040448e-07,8.49391467725519e-08,4.24695661938236e-07,0,6.28547737911983e-06
"56","Midwest",1980,"March",4.41682606889387e-06,1.35902548349073e-06,1.69878298872742e-08,6.11561696130934e-07,2.0895009177576e-06,1.20613520885672e-06,5.26622594089242e-07,5.94573876344176e-07,2.03853940266726e-07,3.39756544024309e-07,8.49391467725519e-08,0,1.69878298872742e-08,3.39756597080066e-08,3.00684140502728e-06,2.66708576716145e-06,6.79513180396231e-08,8.49391467725519e-08,2.03853753285242e-06,1.52890459040448e-07,2.37829593048661e-07,0,5.0963489018108e-08,1.6987828655249e-07,1.18914803594695e-07,5.0963489018108e-08,6.79513180396231e-08,5.09634772859554e-07,0,5.79283328159123e-06
"57","Midwest",1980,"May",5.28320120144897e-06,1.81769616736223e-06,0,1.0022814729089e-06,2.90491472589911e-06,1.32504986902418e-06,5.43610415030343e-07,5.60598235682859e-07,2.88793069724101e-07,2.54817418895727e-07,3.39756597080066e-08,0,6.79513180396231e-08,0,3.58442572458955e-06,3.43153579019725e-06,1.69878298872742e-08,1.18914803594695e-07,4.1110464310431e-06,1.52890459040448e-07,3.22768719620174e-07,0,0,2.88793069724101e-07,6.79513180396231e-08,6.79513180396231e-08,8.49391467725519e-08,5.60598235682859e-07,0,7.10088776559072e-06
"58","Midwest",1980,"November",4.51875259391807e-06,1.47794012547729e-06,0,7.13488609235261e-07,1.95359855179464e-06,1.37601329051317e-06,5.77586056268833e-07,5.26622594089242e-07,2.03853940266726e-07,3.56744368139858e-07,1.69878298872742e-08,0,1.69878298872742e-08,0,3.12575585106458e-06,2.85395138232811e-06,0,6.79513180396231e-08,3.48249910411058e-06,1.35902631461865e-07,1.86866113553901e-07,0,1.69878298872742e-08,1.86866113553901e-07,6.79513180396231e-08,5.0963489018108e-08,1.6987828655249e-07,6.28549515629105e-07,0,5.99668604096961e-06
"59","Midwest",1980,"October",5.50404180139165e-06,1.59685475332317e-06,0,6.28549515629105e-07,2.66708576716145e-06,1.63083035877703e-06,6.96500790957975e-07,6.11561696130934e-07,3.56744368139858e-07,3.39756544024309e-07,1.69878298872742e-08,0,1.69878298872742e-08,1.69878298872742e-08,3.94116881400824e-06,3.12575585106458e-06,0,1.52890459040448e-07,3.95815657716579e-06,3.39756544024309e-07,1.01926975438939e-07,0,1.69878298872742e-08,3.22768719620174e-07,6.79513180396231e-08,1.52890459040448e-07,5.0963489018108e-08,4.75659129312376e-07,0,7.10088776559072e-06
"60","Midwest",1980,"September",5.2492257200864e-06,1.86865956374429e-06,0,7.98427695404723e-07,2.15745209403508e-06,1.73275716776846e-06,9.85293659759618e-07,5.60598235682859e-07,3.39756544024309e-07,2.88793069724101e-07,1.69878298872742e-08,0,5.0963489018108e-08,1.69878298872742e-08,3.6693645669046e-06,3.38057247346461e-06,0,1.6987828655249e-07,1.85167176531287e-06,1.35902631461865e-07,1.6987828655249e-07,0,8.49391467725519e-08,1.86866113553901e-07,1.01926975438939e-07,2.20841766690964e-07,1.35902631461865e-07,4.5867130721693e-07,0,7.11787547484975e-06
"61","Midwest",1981,"April",4.32847463181173e-06,1.25610829339943e-06,0,4.24361086379795e-07,1.76534093574931e-06,1.37492926646821e-06,6.78977651856997e-07,5.09233282001469e-07,2.71591116019671e-07,3.05540000363514e-07,8.48722316381378e-08,0,3.39488935640595e-08,0,2.85170303967977e-06,2.63103583280986e-06,6.78977859755917e-08,1.35795567341074e-07,2.66498463705328e-06,1.6974445607298e-07,2.20667787453941e-07,5.09233398028692e-08,3.39488935640595e-08,2.37642230523301e-07,3.39488935640595e-08,1.52770011851093e-07,8.48722316381378e-08,5.26207720394636e-07,0,5.58457748819345e-06
"62","Midwest",1981,"August",5.48273136957731e-06,1.69744326502626e-06,0,9.16619721026608e-07,2.61406143014493e-06,1.49375022541857e-06,7.29900957084069e-07,6.78977651856997e-07,2.71591116019671e-07,2.8856555844668e-07,0,0,0,1.01846677234597e-07,4.02293586061338e-06,3.0214470116927e-06,3.39488935640595e-08,4.24361086379795e-07,2.17272686305365e-06,1.8671890022878e-07,2.03693343874404e-07,0,3.39488935640595e-08,2.20667787453941e-07,1.01846677234597e-07,1.35795567341074e-07,1.18821122320879e-07,5.77131033401258e-07,0,7.18016532801155e-06
"63","Midwest",1981,"December",5.07534679072027e-06,1.45980138141312e-06,0,4.58309965537268e-07,2.27457331900349e-06,1.51072464710013e-06,5.26207720394636e-07,6.95952087146804e-07,4.41335526213619e-07,3.56463324607268e-07,3.39488935640595e-08,0,5.09233398028692e-08,3.39488935640595e-08,3.63252507272286e-06,2.81775424177521e-06,0,4.58309965537268e-07,1.90113626336514e-06,1.6974445607298e-07,1.18821122320879e-07,0,1.01846677234597e-07,2.37642230523301e-07,3.39488935640595e-08,1.35795567341074e-07,1.6974445607298e-07,5.60156596094531e-07,1.69744468150734e-08,6.53514076315934e-06
"64","Midwest",1981,"February",4.49821835337383e-06,1.3240059940881e-06,0,5.60156596094531e-07,2.0199571597911e-06,1.18821058810065e-06,6.95952087146804e-07,4.92258843542215e-07,2.54616673526574e-07,3.05540000363514e-07,6.78977859755917e-08,0,5.09233398028692e-08,0,2.93657502928786e-06,2.83472864076053e-06,0,1.6974445607298e-07,3.00447261587681e-06,1.6974445607298e-07,2.37642230523301e-07,3.39488935640595e-08,1.69744468150734e-08,2.8856555844668e-07,5.09233398028692e-08,1.01846677234597e-07,6.78977859755917e-08,4.92258843542215e-07,1.69744468150734e-08,5.82221839158917e-06
"65","Midwest",1981,"January",5.3808852403665e-06,1.56164790997191e-06,0,6.45028780190943e-07,2.39339417105734e-06,1.42585253625514e-06,7.80824259717958e-07,6.62003216057014e-07,3.90412206069795e-07,2.71591116019671e-07,0,0,1.69744468150734e-08,0,3.44580681589017e-06,3.46278120443672e-06,1.69744468150734e-08,1.6974445607298e-07,3.25908852419376e-06,1.6974445607298e-07,3.3948888355483e-07,0,3.39488935640595e-08,3.90412206069795e-07,1.01846677234597e-07,1.6974445607298e-07,8.48722316381378e-08,4.41335526213619e-07,0,6.94252474731939e-06
"66","Midwest",1981,"July",5.16021859160351e-06,1.35795484270366e-06,0,7.46875391731526e-07,2.07088039673111e-06,1.34098041842892e-06,8.31747559980709e-07,6.62003216057014e-07,2.20667787453941e-07,2.71591116019671e-07,1.01846677234597e-07,0,0,1.69744468150734e-08,3.56462752877714e-06,2.91960063180928e-06,1.69744468150734e-08,3.3948888355483e-07,2.12180363129999e-06,1.6974445607298e-07,1.52770011851093e-07,5.09233398028692e-08,6.78977859755917e-08,3.3948888355483e-07,1.52770011851093e-07,1.18821122320879e-07,6.78977859755917e-08,4.75284404572785e-07,0,6.51816642698618e-06
"67","Midwest",1981,"June",4.9225775308895e-06,1.2221594413263e-06,0,5.77131033401258e-07,2.24062450150607e-06,1.39190368994464e-06,7.97798693501022e-07,4.75284404572785e-07,1.8671890022878e-07,2.54616673526574e-07,5.09233398028692e-08,0,1.69744468150734e-08,8.48722316381378e-08,3.73437137999754e-06,2.30852213512635e-06,0,3.7343776559362e-07,1.73139210096405e-06,1.18821122320879e-07,2.03693343874404e-07,0,0,2.37642230523301e-07,1.69744468150734e-08,6.78977859755917e-08,5.09233398028692e-08,4.07386646479883e-07,0,6.14473095605968e-06
"68","Midwest",1981,"March",4.95652625733791e-06,1.35795484270366e-06,0,6.95952087146804e-07,1.9520595063559e-06,1.44282695908922e-06,5.60156596094531e-07,7.46875391731526e-07,3.56463324607268e-07,3.05540000363514e-07,1.69744468150734e-08,0,3.39488935640595e-08,1.69744468150734e-08,3.56462752877714e-06,2.58011262439477e-06,1.18821122320879e-07,1.52770011851093e-07,3.20816534776112e-06,1.01846677234597e-07,1.52770011851093e-07,0,1.69744468150734e-08,4.58309965537268e-07,6.78977859755917e-08,1.18821122320879e-07,8.48722316381378e-08,3.7343776559362e-07,0,6.31447436910194e-06
"69","Midwest",1981,"May",4.70191078099325e-06,1.29005714432003e-06,0,5.60156596094531e-07,1.93508509238779e-06,1.13728730621222e-06,8.48721992677334e-07,7.46875391731526e-07,2.8856555844668e-07,2.8856555844668e-07,5.09233398028692e-08,0,6.78977859755917e-08,0,3.32698608888483e-06,2.59708702741391e-06,0,3.90412206069795e-07,1.73139210096405e-06,1.8671890022878e-07,1.18821122320879e-07,1.69744468150734e-08,1.69744468150734e-08,2.71591116019671e-07,8.48722316381378e-08,1.52770011851093e-07,8.48722316381378e-08,5.43182158277627e-07,0,5.99196185959786e-06
"70","Midwest",1981,"November",4.10780775103872e-06,1.39190368994464e-06,0,5.60156596094531e-07,2.00298274675348e-06,1.05241516389485e-06,6.11079907372364e-07,4.92258843542215e-07,3.3948888355483e-07,2.20667787453941e-07,1.69744468150734e-08,0,5.09233398028692e-08,6.78977859755917e-08,2.9705238231586e-06,2.39339417105734e-06,1.69744468150734e-08,3.22514441992215e-07,1.90113626336514e-06,2.03693343874404e-07,1.52770011851093e-07,0,1.69744468150734e-08,2.03693343874404e-07,1.52770011851093e-07,5.09233398028692e-08,8.48722316381378e-08,4.41335526213619e-07,1.69744468150734e-08,5.49970572332631e-06
"71","Midwest",1981,"October",4.17570525788179e-06,1.34098041842892e-06,0,5.26207720394636e-07,1.9520595063559e-06,1.34098041842892e-06,5.26207720394636e-07,4.92258843542215e-07,2.8856555844668e-07,2.20667787453941e-07,0,0,3.39488935640595e-08,1.69744468150734e-08,2.9705238231586e-06,2.47826619956302e-06,1.69744468150734e-08,4.24361086379795e-07,1.74836651861177e-06,1.8671890022878e-07,1.01846677234597e-07,0,1.69744468150734e-08,1.8671890022878e-07,0,1.6974445607298e-07,1.35795567341074e-07,3.90412206069795e-07,0,5.51668007678718e-06
"72","Midwest",1981,"September",4.44729523981954e-06,1.39190368994464e-06,0,6.78977651856997e-07,2.30852213512635e-06,1.2221594413263e-06,5.09233282001469e-07,4.58309965537268e-07,2.8856555844668e-07,2.20667787453941e-07,3.39488935640595e-08,0,1.69744468150734e-08,6.78977859755917e-08,3.07237019763363e-06,2.66498463705328e-06,1.69744468150734e-08,3.3948888355483e-07,1.91811067790951e-06,1.6974445607298e-07,1.52770011851093e-07,1.69744468150734e-08,3.39488935640595e-08,2.20667787453941e-07,3.39488935640595e-08,0,5.09233398028692e-08,4.58309965537268e-07,0,5.83919273979763e-06
"73","Midwest",1982,"April",3.77652235051107e-06,1.75217205338858e-06,1.7011393926482e-08,6.29421382103736e-07,2.00734248457525e-06,1.10574000262959e-06,5.4436446188922e-07,4.76318920331003e-07,2.38159488414443e-07,2.38159488414443e-07,3.40227875635766e-08,0,5.10341809112836e-08,1.7011393926482e-08,2.97698952944168e-06,2.44963774455206e-06,5.10341809112836e-08,2.55170878289501e-07,1.41194471022501e-06,2.38159488414443e-07,3.74250599312059e-07,0,0,2.89193657171454e-07,6.80455739696031e-08,1.19079751408237e-07,5.10341809112836e-08,5.95398614797273e-07,3.40227875635766e-08,5.54569908667708e-06
"74","Midwest",1982,"August",5.03535996473519e-06,1.66711522844969e-06,0,9.69648991503196e-07,2.24550149492257e-06,1.44596744975033e-06,6.97466913244015e-07,6.80455530893025e-07,3.0620504617835e-07,2.04136707796166e-07,3.40227875635766e-08,0,5.10341809112836e-08,1.7011393926482e-08,3.23215964831342e-06,3.40227302449933e-06,0,3.57239211462712e-07,1.9052743198252e-06,2.04136707796166e-07,2.21148098249998e-07,0,1.0206835921808e-07,2.89193657171454e-07,6.80455739696031e-08,5.10341809112836e-08,1.87125317274991e-07,6.46432765322886e-07,0,6.70246679868773e-06
"75","Midwest",1982,"December",4.45697531187635e-06,1.46297881907891e-06,0,6.12409998595198e-07,1.9052743198252e-06,1.34389922792378e-06,8.16546581598099e-07,5.10341691688886e-07,2.55170878289501e-07,2.55170878289501e-07,0,0,6.80455739696031e-08,5.10341809112836e-08,3.16411428964744e-06,2.63676260321637e-06,0,1.87125317274991e-07,2.04136520384351e-06,1.0206835921808e-07,1.53102534920389e-07,0,6.80455739696031e-08,2.38159488414443e-07,1.0206835921808e-07,1.87125317274991e-07,8.50569667385351e-08,5.27353076933747e-07,0,5.91994761051408e-06
"76","Midwest",1982,"February",3.53836370478993e-06,1.29286511299277e-06,0,4.93330306154638e-07,1.548035661381e-06,1.08872862722389e-06,5.61375846555307e-07,3.23216434895858e-07,1.87125317274991e-07,3.23216434895858e-07,3.40227875635766e-08,0,0,5.10341809112836e-08,2.67078530107005e-06,2.0923992805755e-06,1.7011393926482e-08,2.72182267875171e-07,1.53102429349935e-06,1.19079751408237e-07,2.55170878289501e-07,0,1.7011393926482e-08,2.89193657171454e-07,1.53102534920389e-07,3.40227875635766e-08,6.80455739696031e-08,3.23216434895858e-07,1.7011393926482e-08,4.83122424316675e-06
"77","Midwest",1982,"January",4.25283947201685e-06,1.4970015568679e-06,1.7011393926482e-08,5.10341691688886e-07,2.17745606911905e-06,1.03769449927047e-06,7.14478295305616e-07,5.27353076933747e-07,2.21148098249998e-07,2.72182267875171e-07,3.40227875635766e-08,0,3.40227875635766e-08,1.7011393926482e-08,3.1981369695592e-06,2.50067180044824e-06,1.7011393926482e-08,1.19079751408237e-07,1.66711522844969e-06,1.0206835921808e-07,2.89193657171454e-07,0,5.10341809112836e-08,2.72182267875171e-07,3.40227875635766e-08,1.53102534920389e-07,8.50569667385351e-08,4.76318920331003e-07,0,5.76684595850981e-06
"78","Midwest",1982,"July",4.83122424316675e-06,1.61608113001371e-06,0,6.29421382103736e-07,2.31354691609591e-06,1.548035661381e-06,6.46432765322886e-07,4.08273374142589e-07,2.89193657171454e-07,2.55170878289501e-07,3.40227875635766e-08,0,3.40227875635766e-08,1.7011393926482e-08,3.74249969049957e-06,2.61975125385545e-06,3.40227875635766e-08,2.72182267875171e-07,1.92228568134034e-06,2.04136707796166e-07,2.72182267875171e-07,0,3.40227875635766e-08,1.87125317274991e-07,5.10341809112836e-08,1.0206835921808e-07,5.10341809112836e-08,5.27353076933747e-07,1.7011393926482e-08,6.4472975655553e-06
"79","Midwest",1982,"June",4.18479418280337e-06,1.12275137774591e-06,0,4.76318920331003e-07,1.93929704256609e-06,1.12275137774591e-06,5.78387230932006e-07,4.76318920331003e-07,3.23216434895858e-07,1.87125317274991e-07,1.7011393926482e-08,0,1.7011393926482e-08,5.10341809112836e-08,3.30020500234923e-06,1.93929704256609e-06,0,1.70113926242383e-07,1.73516068897957e-06,1.70113926242383e-07,1.36091143309006e-07,0,1.7011393926482e-08,1.36091143309006e-07,5.10341809112836e-08,6.80455739696031e-08,1.19079751408237e-07,4.25284761123774e-07,0,5.30754086230035e-06
"80","Midwest",1982,"March",3.96364696110452e-06,1.39493334002827e-06,0,6.63444148252649e-07,1.7011379592934e-06,1.17378550135853e-06,6.12409998595198e-07,4.25284761123774e-07,1.53102534920389e-07,3.57239211462712e-07,1.7011393926482e-08,0,1.7011393926482e-08,5.10341809112836e-08,2.9940008727255e-06,2.29653556123665e-06,0,2.38159488414443e-07,1.92228568134034e-06,2.72182267875171e-07,3.23216434895858e-07,0,3.40227875635766e-08,1.19079751408237e-07,1.19079751408237e-07,5.10341809112836e-08,1.19079751408237e-07,4.25284761123774e-07,0,5.35857477212431e-06
